area,avg_size,cars_per_apartment,cars_per_house,median_age_males,median_females,median_income,median_rent,mf_pop,never_married_females_over_15,never_married_males_over_15,percent_born_in _state,percent_born_in_other_state,percent_do_not_speak_english_well,percent_foreign_born,percent_married,percent_mortgage,percent_single_mothers,population
Area: 1.219 square miles,Average household size:Downtown Des Moines:1.4 peopleDes Moines:2.5 people,Here:0.9city:1.3,This neighborhood:1.7Des Moines:2.0,Median age:Males:This neighborhood:37.7 yearsWhole city:33.1 years,Females:This neighborhood:39.2 yearsWhole city:35.7 years,"Downtown Des Moines:$34,279Des Moines:$49,203",Downtown Des Moines:$690Des Moines:$690,"Males:1,182Females:1,217",Downtown Des Moines:29.2%city:18.9%,Downtown Des Moines:28.0%Des Moines:21.7%,Here:44.4%Des Moines:66.5%,Downtown Des Moines:31.2%Des Moines:20.3%,Downtown Des Moines:10.2%Des Moines:4.7%,Here:3.4%city:1.0%,Here:12.0%Des Moines:36.2%,Downtown Des Moines:63.7%Des Moines:69.8%,Downtown Des Moines:70.6%Des Moines:13.8%,"Population: 2,399"
Area: 0.974 square miles,Average household size:Downtown:2.0 peopleDes Moines:2.5 people,Here:0.9city:1.3,This neighborhood:2.4Des Moines:2.0,Median age:Males:This neighborhood:32.8 yearsWhole city:33.1 years,Females:This neighborhood:34.6 yearsWhole city:35.7 years,"Downtown:$31,674Des Moines:$49,203",Downtown:$617Des Moines:$690,"Males:1,158Females:1,134",Downtown:24.0%city:18.9%,Downtown:24.8%Des Moines:21.7%,Here:44.5%Des Moines:66.5%,Downtown:31.1%Des Moines:20.3%,Downtown:3.7%Des Moines:4.7%,Here:3.4%city:1.0%,Here:14.6%Des Moines:36.2%,Downtown:66.7%Des Moines:69.8%,Downtown:65.2%Des Moines:13.8%,"Population: 2,292"
Area: 0.035 square miles,Average household size:Downtown Farmers Market:1.4 peopleDes Moines:2.5 people,Here:0.9city:1.3,This neighborhood:1.7Des Moines:2.0,Median age:Males:This neighborhood:32.9 yearsWhole city:33.1 years,Females:This neighborhood:29.8 yearsWhole city:35.7 years,"Downtown Farmers Market:$31,629Des Moines:$49,203",Downtown Farmers Market:$686Des Moines:$690,Males:64Females:62,Downtown Farmers Market:30.5%city:18.9%,Downtown Farmers Market:30.1%Des Moines:21.7%,Here:44.4%Des Moines:66.5%,Downtown Farmers Market:31.2%Des Moines:20.3%,Downtown Farmers Market:7.1%Des Moines:4.7%,Here:3.4%city:1.0%,Here:9.6%Des Moines:36.2%,Downtown Farmers Market:63.4%Des Moines:69.8%,Downtown Farmers Market:192.1%Des Moines:13.8%,Population: 127
Area: 1.546 square miles,Average household size:Drake:3.8 peopleDes Moines:2.5 people,Here:1.3city:1.3,This neighborhood:1.8Des Moines:2.0,Median age:Males:This neighborhood:32.3 yearsWhole city:33.1 years,Females:This neighborhood:33.6 yearsWhole city:35.7 years,"Drake:$51,726Des Moines:$49,203",Drake:$743Des Moines:$690,"Males:5,932Females:6,425",Drake:29.7%city:18.9%,Drake:25.5%Des Moines:21.7%,Here:54.3%Des Moines:66.5%,Drake:29.8%Des Moines:20.3%,Drake:5.2%Des Moines:4.7%,Here:2.2%city:1.0%,Here:27.8%Des Moines:36.2%,Drake:70.1%Des Moines:69.8%,Drake:14.6%Des Moines:13.8%,"Population: 12,357"
Area: 0.106 square miles,Average household size:Drake Park:1.8 peopleDes Moines:2.5 people,Here:0.8city:1.3,This neighborhood:1.7Des Moines:2.0,Median age:Males:This neighborhood:34.6 yearsWhole city:33.1 years,Females:This neighborhood:26.2 yearsWhole city:35.7 years,"Drake Park:$35,489Des Moines:$49,203",Drake Park:$449Des Moines:$690,Males:102Females:171,Drake Park:32.7%city:18.9%,Drake Park:15.5%Des Moines:21.7%,Here:45.6%Des Moines:66.5%,Drake Park:24.1%Des Moines:20.3%,,Here:1.6%city:1.0%,Here:22.6%Des Moines:36.2%,Drake Park:89.4%Des Moines:69.8%,Drake Park:33.8%Des Moines:13.8%,Population: 273
Area: 0.313 square miles,Average household size:Drake University:2.8 peopleDes Moines:2.5 people,Here:1.2city:1.3,This neighborhood:1.8Des Moines:2.0,Median age:Males:This neighborhood:27.4 yearsWhole city:33.1 years,Females:This neighborhood:26.9 yearsWhole city:35.7 years,"Drake University:$36,726Des Moines:$49,203",Drake University:$593Des Moines:$690,"Males:1,796Females:1,540",Drake University:28.3%city:18.9%,Drake University:31.0%Des Moines:21.7%,Here:49.9%Des Moines:66.5%,Drake University:25.9%Des Moines:20.3%,Drake University:12.8%Des Moines:4.7%,Here:2.1%city:1.0%,Here:14.0%Des Moines:36.2%,Drake University:72.1%Des Moines:69.8%,Drake University:22.5%Des Moines:13.8%,"Population: 3,336"
Area: 0.004 square miles,Average household size:Earlwood Acres:23.0 peopleDes Moines:2.5 people,Here:1.6city:1.3,This neighborhood:1.8Des Moines:2.0,Median age:Males:This neighborhood:37.4 yearsWhole city:33.1 years,Females:This neighborhood:38.4 yearsWhole city:35.7 years,"Earlwood Acres:$68,462Des Moines:$49,203",Earlwood Acres:$715Des Moines:$690,Males:11Females:12,Earlwood Acres:14.1%city:18.9%,Earlwood Acres:16.3%Des Moines:21.7%,Here:79.2%Des Moines:66.5%,Earlwood Acres:18.4%Des Moines:20.3%,Earlwood Acres:0.0%Des Moines:4.7%,Here:0.2%city:1.0%,Here:43.4%Des Moines:36.2%,Earlwood Acres:82.5%Des Moines:69.8%,Earlwood Acres:5.8%Des Moines:13.8%,Population: 23
Area: 0.047 square miles,Average household size:East Capital Park:3.2 peopleDes Moines:2.5 people,Here:1.0city:1.3,This neighborhood:2.1Des Moines:2.0,Median age:Males:This neighborhood:31.0 yearsWhole city:33.1 years,Females:This neighborhood:35.6 yearsWhole city:35.7 years,"East Capital Park:$34,831Des Moines:$49,203",East Capital Park:$560Des Moines:$690,Males:122Females:115,East Capital Park:13.4%city:18.9%,East Capital Park:17.9%Des Moines:21.7%,Here:51.9%Des Moines:66.5%,East Capital Park:18.1%Des Moines:20.3%,East Capital Park:13.3%Des Moines:4.7%,Here:1.4%city:1.0%,Here:41.9%Des Moines:36.2%,East Capital Park:67.4%Des Moines:69.8%,East Capital Park:11.2%Des Moines:13.8%,Population: 237
Area: 0.023 square miles,Average household size:East End:3.0 peopleDes Moines:2.5 people,Here:3.4city:1.3,This neighborhood:1.7Des Moines:2.0,Median age:Males:This neighborhood:41.8 yearsWhole city:33.1 years,Females:This neighborhood:39.9 yearsWhole city:35.7 years,"East End:$39,286Des Moines:$49,203",East End:$744Des Moines:$690,Males:6Females:7,East End:18.2%city:18.9%,East End:25.1%Des Moines:21.7%,Here:64.8%Des Moines:66.5%,East End:18.6%Des Moines:20.3%,East End:0.0%Des Moines:4.7%,Here:0.1%city:1.0%,Here:41.8%Des Moines:36.2%,East End:41.2%Des Moines:69.8%,East End:8.7%Des Moines:13.8%,Population: 14
Area: 0.095 square miles,Average household size:East Fort Des Moines:2.8 peopleDes Moines:2.5 people,Here:0.9city:1.3,This neighborhood:6.1Des Moines:2.0,Median age:Males:This neighborhood:25.8 yearsWhole city:33.1 years,Females:This neighborhood:24.6 yearsWhole city:35.7 years,"East Fort Des Moines:$58,684Des Moines:$49,203",East Fort Des Moines:$725Des Moines:$690,Males:129Females:107,East Fort Des Moines:21.5%city:18.9%,East Fort Des Moines:27.9%Des Moines:21.7%,Here:44.4%Des Moines:66.5%,East Fort Des Moines:31.2%Des Moines:20.3%,East Fort Des Moines:31.3%Des Moines:4.7%,Here:3.4%city:1.0%,Here:26.3%Des Moines:36.2%,East Fort Des Moines:68.5%Des Moines:69.8%,East Fort Des Moines:18.4%Des Moines:13.8%,Population: 237
Area: 0.543 square miles,Average household size:East Village:2.9 peopleDes Moines:2.5 people,Here:2.8city:1.3,This neighborhood:83.9Des Moines:2.0,Median age:Males:This neighborhood:26.5 yearsWhole city:33.1 years,Females:This neighborhood:24.4 yearsWhole city:35.7 years,"East Village:$33,645Des Moines:$49,203",East Village:$723Des Moines:$690,Males:744Females:618,East Village:21.5%city:18.9%,East Village:27.9%Des Moines:21.7%,Here:44.8%Des Moines:66.5%,East Village:30.7%Des Moines:20.3%,East Village:31.9%Des Moines:4.7%,Here:3.4%city:1.0%,Here:26.3%Des Moines:36.2%,East Village:94.4%Des Moines:69.8%,East Village:18.4%Des Moines:13.8%,"Population: 1,362"
Area: 2.015 square miles,Average household size:Easter Lake:2.8 peopleDes Moines:2.5 people,Here:1.8city:1.3,This neighborhood:2.1Des Moines:2.0,Median age:Males:This neighborhood:35.1 yearsWhole city:33.1 years,Females:This neighborhood:42.4 yearsWhole city:35.7 years,"Easter Lake:$70,295Des Moines:$49,203",Easter Lake:$839Des Moines:$690,"Males:1,563Females:1,423",Easter Lake:8.5%city:18.9%,Easter Lake:17.5%Des Moines:21.7%,Here:70.4%Des Moines:66.5%,Easter Lake:22.7%Des Moines:20.3%,Easter Lake:0.8%Des Moines:4.7%,Here:0.8%city:1.0%,Here:61.9%Des Moines:36.2%,Easter Lake:76.2%Des Moines:69.8%,Easter Lake:2.0%Des Moines:13.8%,"Population: 2,986"
Area: 0.023 square miles,Average household size:Eastwood Village:2.2 peopleDes Moines:2.5 people,Here:1.4city:1.3,This neighborhood:2.1Des Moines:2.0,Median age:Males:This neighborhood:50.0 yearsWhole city:33.1 years,Females:This neighborhood:52.8 yearsWhole city:35.7 years,"Eastwood Village:$49,747Des Moines:$49,203",Eastwood Village:$752Des Moines:$690,Males:13Females:14,Eastwood Village:7.2%city:18.9%,Eastwood Village:10.1%Des Moines:21.7%,Here:83.7%Des Moines:66.5%,Eastwood Village:14.2%Des Moines:20.3%,Eastwood Village:0.0%Des Moines:4.7%,Here:0.2%city:1.0%,Here:49.2%Des Moines:36.2%,Eastwood Village:61.0%Des Moines:69.8%,Eastwood Village:22.1%Des Moines:13.8%,Population: 28
Area: 0.099 square miles,Average household size:Edgewater:2.5 peopleDes Moines:2.5 people,Here:1.2city:1.3,This neighborhood:2.1Des Moines:2.0,Median age:Males:This neighborhood:36.5 yearsWhole city:33.1 years,Females:This neighborhood:41.2 yearsWhole city:35.7 years,"Edgewater:$66,482Des Moines:$49,203",Edgewater:$605Des Moines:$690,Males:75Females:61,Edgewater:8.9%city:18.9%,Edgewater:16.2%Des Moines:21.7%,Here:81.1%Des Moines:66.5%,Edgewater:14.7%Des Moines:20.3%,Edgewater:0.0%Des Moines:4.7%,Here:0.4%city:1.0%,Here:54.8%Des Moines:36.2%,Edgewater:66.0%Des Moines:69.8%,Edgewater:4.9%Des Moines:13.8%,Population: 136
Area: 0.016 square miles,Average household size:Edgewood Park:4.1 peopleDes Moines:2.5 people,Here:1.2city:1.3,This neighborhood:1.5Des Moines:2.0,Median age:Males:This neighborhood:15.8 yearsWhole city:33.1 years,Females:This neighborhood:30.5 yearsWhole city:35.7 years,"Edgewood Park:$34,583Des Moines:$49,203",Edgewood Park:$582Des Moines:$690,Males:65Females:78,Edgewood Park:21.0%city:18.9%,Edgewood Park:15.8%Des Moines:21.7%,Here:62.2%Des Moines:66.5%,Edgewood Park:22.3%Des Moines:20.3%,Edgewood Park:5.2%Des Moines:4.7%,Here:1.3%city:1.0%,Here:42.6%Des Moines:36.2%,Edgewood Park:88.5%Des Moines:69.8%,Edgewood Park:10.8%Des Moines:13.8%,Population: 144
Area: 0.007 square miles,Average household size:Ellis Heights:2.5 peopleDes Moines:2.5 people,Here:1.2city:1.3,This neighborhood:2.1Des Moines:2.0,Median age:Males:This neighborhood:34.8 yearsWhole city:33.1 years,Females:This neighborhood:39.5 yearsWhole city:35.7 years,"Ellis Heights:$59,516Des Moines:$49,203",Ellis Heights:$640Des Moines:$690,Males:5Females:2,Ellis Heights:9.4%city:18.9%,Ellis Heights:30.8%Des Moines:21.7%,Here:78.2%Des Moines:66.5%,Ellis Heights:16.5%Des Moines:20.3%,Ellis Heights:0.0%Des Moines:4.7%,Here:0.4%city:1.0%,Here:58.8%Des Moines:36.2%,Ellis Heights:76.1%Des Moines:69.8%,Ellis Heights:1.4%Des Moines:13.8%,Population: 7
Area: 0.012 square miles,Average household size:Elm Grove:2.8 peopleDes Moines:2.5 people,Here:1.1city:1.3,This neighborhood:2.0Des Moines:2.0,Median age:Males:This neighborhood:29.8 yearsWhole city:33.1 years,Females:This neighborhood:23.7 yearsWhole city:35.7 years,"Elm Grove:$26,321Des Moines:$49,203",Elm Grove:$600Des Moines:$690,Males:142Females:154,Elm Grove:27.9%city:18.9%,Elm Grove:28.6%Des Moines:21.7%,Here:45.1%Des Moines:66.5%,Elm Grove:23.7%Des Moines:20.3%,Elm Grove:14.0%Des Moines:4.7%,Here:1.6%city:1.0%,Here:24.3%Des Moines:36.2%,Elm Grove:68.7%Des Moines:69.8%,Elm Grove:18.3%Des Moines:13.8%,Population: 297
Area: 0.031 square miles,Average household size:Elmcrest:13.9 peopleDes Moines:2.5 people,Here:1.0city:1.3,This neighborhood:1.8Des Moines:2.0,Median age:Males:This neighborhood:44.1 yearsWhole city:33.1 years,Females:This neighborhood:39.6 yearsWhole city:35.7 years,"Elmcrest:$47,062Des Moines:$49,203",Elmcrest:$734Des Moines:$690,Males:54Females:100,Elmcrest:13.7%city:18.9%,Elmcrest:3.9%Des Moines:21.7%,Here:65.0%Des Moines:66.5%,Elmcrest:29.2%Des Moines:20.3%,Elmcrest:0.7%Des Moines:4.7%,Here:0.0%city:1.0%,Here:51.3%Des Moines:36.2%,Elmcrest:58.6%Des Moines:69.8%,Elmcrest:15.5%Des Moines:13.8%,Population: 155
Area: 0.125 square miles,Average household size:Elmwood Park:2.7 peopleDes Moines:2.5 people,Here:1.5city:1.3,This neighborhood:2.3Des Moines:2.0,Median age:Males:This neighborhood:41.8 yearsWhole city:33.1 years,Females:This neighborhood:34.8 yearsWhole city:35.7 years,"Elmwood Park:$55,152Des Moines:$49,203",Elmwood Park:$705Des Moines:$690,Males:109Females:115,Elmwood Park:15.6%city:18.9%,Elmwood Park:10.4%Des Moines:21.7%,Here:72.6%Des Moines:66.5%,Elmwood Park:20.7%Des Moines:20.3%,Elmwood Park:1.5%Des Moines:4.7%,Here:0.2%city:1.0%,Here:55.1%Des Moines:36.2%,Elmwood Park:71.9%Des Moines:69.8%,Elmwood Park:60.0%Des Moines:13.8%,Population: 224
Area: 0.021 square miles,Average household size:Ernhurst Woods:2.2 peopleDes Moines:2.5 people,Here:1.2city:1.3,This neighborhood:2.0Des Moines:2.0,Median age:Males:This neighborhood:36.8 yearsWhole city:33.1 years,Females:This neighborhood:39.9 yearsWhole city:35.7 years,"Ernhurst Woods:$78,175Des Moines:$49,203",Ernhurst Woods:$782Des Moines:$690,Males:55Females:81,Ernhurst Woods:22.4%city:18.9%,Ernhurst Woods:9.8%Des Moines:21.7%,Here:72.4%Des Moines:66.5%,Ernhurst Woods:22.3%Des Moines:20.3%,Ernhurst Woods:0.0%Des Moines:4.7%,Here:0.4%city:1.0%,Here:41.1%Des Moines:36.2%,Ernhurst Woods:69.9%Des Moines:69.8%,Ernhurst Woods:10.3%Des Moines:13.8%,Population: 136
Area: 0.014 square miles,,,,,,,,,,,,,,,,,,
Area: 0.231 square miles,Average household size:Euclid Heights:8.9 peopleDes Moines:2.5 people,Here:1.0city:1.3,This neighborhood:1.8Des Moines:2.0,Median age:Males:This neighborhood:35.6 yearsWhole city:33.1 years,Females:This neighborhood:32.8 yearsWhole city:35.7 years,"Euclid Heights:$55,855Des Moines:$49,203",Euclid Heights:$637Des Moines:$690,Males:740Females:814,Euclid Heights:16.4%city:18.9%,Euclid Heights:11.7%Des Moines:21.7%,Here:53.1%Des Moines:66.5%,Euclid Heights:18.9%Des Moines:20.3%,Euclid Heights:26.1%Des Moines:4.7%,Here:1.8%city:1.0%,Here:43.3%Des Moines:36.2%,Euclid Heights:77.1%Des Moines:69.8%,Euclid Heights:7.8%Des Moines:13.8%,"Population: 1,555"
Area: 0.005 square miles,Average household size:Euclid Terrace:2.4 peopleDes Moines:2.5 people,Here:1.1city:1.3,This neighborhood:1.6Des Moines:2.0,Median age:Males:This neighborhood:26.3 yearsWhole city:33.1 years,Females:This neighborhood:26.9 yearsWhole city:35.7 years,"Euclid Terrace:$39,031Des Moines:$49,203",Euclid Terrace:$566Des Moines:$690,Males:17Females:16,Euclid Terrace:2.8%city:18.9%,Euclid Terrace:16.6%Des Moines:21.7%,Here:61.8%Des Moines:66.5%,Euclid Terrace:19.3%Des Moines:20.3%,Euclid Terrace:17.2%Des Moines:4.7%,Here:2.6%city:1.0%,Here:46.9%Des Moines:36.2%,Euclid Terrace:62.0%Des Moines:69.8%,Euclid Terrace:11.8%Des Moines:13.8%,Population: 34
Area: 0.222 square miles,,,,,,,,,,,,,,,,,,
Area: 0.054 square miles,,,,,,,,,,,,,,,,,,
Area: 0.012 square miles,Average household size:Fagen Park:21.0 peopleDes Moines:2.5 people,Here:1.1city:1.3,This neighborhood:1.7Des Moines:2.0,Median age:Males:This neighborhood:38.2 yearsWhole city:33.1 years,Females:This neighborhood:44.6 yearsWhole city:35.7 years,"Fagen Park:$60,223Des Moines:$49,203",Fagen Park:$609Des Moines:$690,Males:24Females:24,Fagen Park:14.3%city:18.9%,Fagen Park:18.8%Des Moines:21.7%,Here:69.5%Des Moines:66.5%,Fagen Park:27.8%Des Moines:20.3%,Fagen Park:0.0%Des Moines:4.7%,Here:0.0%city:1.0%,Here:40.2%Des Moines:36.2%,Fagen Park:67.0%Des Moines:69.8%,Fagen Park:9.4%Des Moines:13.8%,Population: 48
Area: 0.084 square miles,Average household size:Fagen Place:7.6 peopleDes Moines:2.5 people,Here:1.6city:1.3,This neighborhood:1.8Des Moines:2.0,Median age:Males:This neighborhood:32.0 yearsWhole city:33.1 years,Females:This neighborhood:30.2 yearsWhole city:35.7 years,"Fagen Place:$51,467Des Moines:$49,203",Fagen Place:$721Des Moines:$690,Males:237Females:234,Fagen Place:27.3%city:18.9%,Fagen Place:25.7%Des Moines:21.7%,Here:52.0%Des Moines:66.5%,Fagen Place:35.1%Des Moines:20.3%,Fagen Place:2.9%Des Moines:4.7%,Here:3.1%city:1.0%,Here:28.4%Des Moines:36.2%,Fagen Place:70.2%Des Moines:69.8%,Fagen Place:7.3%Des Moines:13.8%,Population: 472
Area: 0.038 square miles,Average household size:Fair Oaks:2.3 peopleDes Moines:2.5 people,Here:1.3city:1.3,This neighborhood:1.7Des Moines:2.0,Median age:Males:This neighborhood:32.5 yearsWhole city:33.1 years,Females:This neighborhood:32.0 yearsWhole city:35.7 years,"Fair Oaks:$58,295Des Moines:$49,203",Fair Oaks:$810Des Moines:$690,Males:68Females:105,Fair Oaks:10.7%city:18.9%,Fair Oaks:12.4%Des Moines:21.7%,Here:72.6%Des Moines:66.5%,Fair Oaks:20.7%Des Moines:20.3%,Fair Oaks:1.8%Des Moines:4.7%,Here:0.2%city:1.0%,Here:32.8%Des Moines:36.2%,Fair Oaks:79.1%Des Moines:69.8%,Fair Oaks:24.7%Des Moines:13.8%,Population: 173
Area: 0.021 square miles,Average household size:Fairacres:2.0 peopleDes Moines:2.5 people,Here:1.1city:1.3,This neighborhood:1.8Des Moines:2.0,Median age:Males:This neighborhood:35.7 yearsWhole city:33.1 years,Females:This neighborhood:42.6 yearsWhole city:35.7 years,"Fairacres:$83,438Des Moines:$49,203",Fairacres:$919Des Moines:$690,Males:35Females:38,Fairacres:20.5%city:18.9%,Fairacres:19.0%Des Moines:21.7%,Here:60.8%Des Moines:66.5%,Fairacres:28.2%Des Moines:20.3%,,Here:1.3%city:1.0%,Here:38.8%Des Moines:36.2%,Fairacres:80.0%Des Moines:69.8%,Fairacres:10.4%Des Moines:13.8%,Population: 74
Area: 0.053 square miles,Average household size:Fairfield:2.5 peopleDes Moines:2.5 people,Here:1.5city:1.3,This neighborhood:2.0Des Moines:2.0,Median age:Males:This neighborhood:37.4 yearsWhole city:33.1 years,Females:This neighborhood:47.7 yearsWhole city:35.7 years,"Fairfield:$47,574Des Moines:$49,203",Fairfield:$643Des Moines:$690,Males:4Females:4,Fairfield:7.5%city:18.9%,Fairfield:13.9%Des Moines:21.7%,Here:77.1%Des Moines:66.5%,Fairfield:13.1%Des Moines:20.3%,Fairfield:0.0%Des Moines:4.7%,Here:0.5%city:1.0%,Here:43.9%Des Moines:36.2%,Fairfield:72.8%Des Moines:69.8%,Fairfield:21.7%Des Moines:13.8%,Population: 9
Area: 0.915 square miles,Average household size:Fairground:2.9 peopleDes Moines:2.5 people,Here:1.6city:1.3,This neighborhood:1.9Des Moines:2.0,Median age:Males:This neighborhood:34.7 yearsWhole city:33.1 years,Females:This neighborhood:38.2 yearsWhole city:35.7 years,"Fairground:$43,991Des Moines:$49,203",Fairground:$651Des Moines:$690,"Males:2,286Females:2,592",Fairground:17.7%city:18.9%,Fairground:20.6%Des Moines:21.7%,Here:74.7%Des Moines:66.5%,Fairground:13.9%Des Moines:20.3%,Fairground:4.3%Des Moines:4.7%,Here:0.7%city:1.0%,Here:37.5%Des Moines:36.2%,Fairground:66.0%Des Moines:69.8%,Fairground:13.9%Des Moines:13.8%,"Population: 4,879"
Area: 0.063 square miles,Average household size:Fairground Estates:3.3 peopleDes Moines:2.5 people,Here:1.7city:1.3,This neighborhood:2.5Des Moines:2.0,Median age:Males:This neighborhood:32.3 yearsWhole city:33.1 years,Females:This neighborhood:33.3 yearsWhole city:35.7 years,"Fairground Estates:$66,554Des Moines:$49,203",Fairground Estates:$645Des Moines:$690,Males:36Females:39,Fairground Estates:19.5%city:18.9%,Fairground Estates:17.7%Des Moines:21.7%,Here:77.1%Des Moines:66.5%,Fairground Estates:13.1%Des Moines:20.3%,Fairground Estates:0.0%Des Moines:4.7%,Here:0.5%city:1.0%,Here:31.6%Des Moines:36.2%,Fairground Estates:70.0%Des Moines:69.8%,Fairground Estates:18.7%Des Moines:13.8%,Population: 76
Area: 0.018 square miles,Average household size:Fairlawn:3.5 peopleDes Moines:2.5 people,Here:1.3city:1.3,This neighborhood:2.3Des Moines:2.0,Median age:Males:This neighborhood:35.3 yearsWhole city:33.1 years,Females:This neighborhood:33.5 yearsWhole city:35.7 years,"Fairlawn:$48,500Des Moines:$49,203",Fairlawn:$615Des Moines:$690,Males:5Females:6,Fairlawn:14.6%city:18.9%,Fairlawn:22.6%Des Moines:21.7%,Here:64.0%Des Moines:66.5%,Fairlawn:17.0%Des Moines:20.3%,Fairlawn:0.0%Des Moines:4.7%,Here:2.5%city:1.0%,Here:36.5%Des Moines:36.2%,Fairlawn:71.8%Des Moines:69.8%,Fairlawn:12.1%Des Moines:13.8%,Population: 12
Area: 1.367 square miles,Average household size:Fairmont Park:2.4 peopleDes Moines:2.5 people,Here:1.3city:1.3,This neighborhood:2.2Des Moines:2.0,Median age:Males:This neighborhood:35.9 yearsWhole city:33.1 years,Females:This neighborhood:38.8 yearsWhole city:35.7 years,"Fairmont Park:$47,264Des Moines:$49,203",Fairmont Park:$692Des Moines:$690,"Males:2,045Females:2,003",Fairmont Park:12.5%city:18.9%,Fairmont Park:21.2%Des Moines:21.7%,Here:74.6%Des Moines:66.5%,Fairmont Park:18.4%Des Moines:20.3%,Fairmont Park:3.7%Des Moines:4.7%,Here:0.6%city:1.0%,Here:35.7%Des Moines:36.2%,Fairmont Park:65.8%Des Moines:69.8%,Fairmont Park:10.8%Des Moines:13.8%,"Population: 4,048"
